"country","quarter","gdp","private_consumption","government_consumption","capital_formation","exports","imports","population","host","rank1","rank2","rank3","rank4","host_won","host_top4","year","qtr","q_index","gdp_yoy_log_4q","private_consumption_yoy_log_4q","government_consumption_yoy_log_4q","capital_formation_yoy_log_4q","exports_yoy_log_4q","imports_yoy_log_4q","population_yoy_log_4q","gdp_yoy_pct","private_consumption_yoy_pct","government_consumption_yoy_pct","capital_formation_yoy_pct","exports_yoy_pct","imports_yoy_pct","population_yoy_pct","tq","winner","ln_gdp_l4","ln_private_consumption_l4","ln_government_consumption_l4","ln_capital_formation_l4","ln_exports_l4","ln_imports_l4"
"ARG","2001-Q4",692503.6,NA,NA,NA,NA,NA,37624825,0,0,0,0,0,0,0,2001,4,8008,-11.2904884464541,NA,NA,NA,NA,NA,1.09794672757921,-10.6764383340423,NA,NA,NA,NA,NA,1.10399628268771,8008,0,13.5609736000506,NA,NA,NA,NA,NA
"ARG","2002-Q1",658356.1,NA,NA,NA,NA,NA,38029349,0,0,0,0,0,0,0,2002,1,8009,-16.5107463931706,NA,NA,NA,NA,NA,1.06941318335352,-15.2197409007422,NA,NA,NA,NA,NA,1.07515184456008,8009,0,13.5626087132615,NA,NA,NA,NA,NA
"ARG","2002-Q2",661147.4,NA,NA,NA,NA,NA,38029349,0,0,0,0,0,0,0,2002,2,8010,-15.2543825798386,NA,NA,NA,NA,NA,1.06941318335352,-14.1478732248089,NA,NA,NA,NA,NA,1.07515184456008,8010,0,13.5542759152338,NA,NA,NA,NA,NA
"ARG","2002-Q3",661640,NA,NA,NA,NA,NA,38029349,0,0,0,0,0,0,0,2002,3,8011,-10.4226431681381,NA,NA,NA,NA,NA,1.06941318335352,-9.89787454364385,NA,NA,NA,NA,NA,1.07515184456008,8011,0,13.5067033120375,NA,NA,NA,NA,NA
"ARG","2002-Q4",668382.4,NA,NA,NA,NA,NA,38029349,0,0,0,0,0,0,0,2002,4,8012,-3.54529717673806,NA,NA,NA,NA,NA,1.06941318335352,-3.48318766862727,NA,NA,NA,NA,NA,1.07515184456008,8012,0,13.4480687155861,NA,NA,NA,NA,NA
"ARG","2003-Q1",693079.3,NA,NA,NA,NA,NA,38424282,0,0,0,0,0,0,0,2003,1,8013,5.13984523100781,NA,NA,NA,NA,NA,1.03313997696475,5.27422773177009,NA,NA,NA,NA,NA,1.03849529477877,8013,0,13.3975012493298,NA,NA,NA,NA,NA
"ARG","2003-Q2",715010.6,NA,NA,NA,NA,NA,38424282,0,0,0,0,0,0,0,2003,2,8014,7.83205573056236,NA,NA,NA,NA,NA,1.03313997696475,8.14692759889852,NA,NA,NA,NA,NA,1.03849529477877,8014,0,13.4017320894355,NA,NA,NA,NA,NA
"ARG","2003-Q3",732482.8,NA,NA,NA,NA,NA,38424282,0,0,0,0,0,0,0,2003,3,8015,10.1718258012845,NA,NA,NA,NA,NA,1.03313997696475,10.7071519255184,NA,NA,NA,NA,NA,1.03849529477877,8015,0,13.4024768803562,NA,NA,NA,NA,NA
"ARG","2003-Q4",746227.9,NA,NA,NA,NA,NA,38424282,0,0,0,0,0,0,0,2003,4,8016,11.017058469136,NA,NA,NA,NA,NA,1.03313997696475,11.6468506651282,NA,NA,NA,NA,NA,1.03849529477877,8016,0,13.4126157438187,NA,NA,NA,NA,NA
"ARG","2004-Q1",771366.8,463807.1,101148.3,103872,139912.6,76147.9,38815916,0,0,0,0,0,0,0,2004,1,8017,10.7019583559159,NA,NA,NA,NA,NA,1.01407652046248,11.2956049906555,NA,NA,NA,NA,NA,1.01923570100801,8017,0,13.4488997016399,NA,NA,NA,NA,NA
"ARG","2004-Q2",761542.3,466234.4,101434.3,107177,144501.5,80021.9,38815916,0,0,0,0,0,0,0,2004,2,8018,6.3048351293542,NA,NA,NA,NA,NA,1.01407652046248,6.50783359015936,NA,NA,NA,NA,NA,1.01923570100801,8018,0,13.4800526467411,NA,NA,NA,NA,NA
"ARG","2004-Q3",800231.3,485457.5,104631.1,108487.4,147987,81723.6,38815916,0,0,0,0,0,0,0,2004,3,8019,8.84609514924843,NA,NA,NA,NA,NA,1.01407652046248,9.24915916114344,NA,NA,NA,NA,NA,1.01923570100801,8019,0,13.504195138369,NA,NA,NA,NA,NA
"ARG","2004-Q4",810907.8,496730.3,106976.4,110475.1,151372.6,86516.2,38815916,0,0,0,0,0,0,0,2004,4,8020,8.31233113182481,NA,NA,NA,NA,NA,1.01407652046248,8.66757997121255,NA,NA,NA,NA,NA,1.01923570100801,8020,0,13.5227863285101,NA,NA,NA,NA,NA
"ARG","2005-Q1",834406,488623.2,110476.5,118762,162721,88350.6,39216789,0,0,0,0,0,0,0,2005,1,8021,7.85560882396119,5.21229072729206,8.82150719073138,13.396211854873,15.1019135859871,14.8635488103571,1.0274577219171,8.17240254571494,5.3505218009815,9.22230032536384,14.3349507085644,16.3018913235834,16.024998719597,1.03275419289346,8021,0,13.555919285199,13.047224012009,11.524343035732,11.5509146508743,11.8487732209297,11.2404327807927
"ARG","2005-Q2",853980.9,531051,113242.4,122688.9,167055.1,97632.5,39216789,0,0,0,0,0,0,0,2005,2,8022,11.4563109146401,13.0169549874395,11.0119355685102,13.5170209698753,14.5033809996798,19.8910082581673,1.0274577219171,12.1383408380598,13.9021487903938,11.6411312544179,14.4731612192915,15.6078656622942,22.0072255220133,1.03275419289346,8022,0,13.5431009980346,13.0524437909354,11.5271665772406,11.5822369523604,11.8810451671036,11.2900556261933
"ARG","2005-Q3",858904.4,507539.9,114890.5,123023.7,167255.4,92345.7,39216789,0,0,0,0,0,0,0,2005,3,8023,7.07568127112363,4.44835832354809,9.35386702698491,12.5742982533518,12.2397553414331,12.2196321726227,1.0274577219171,7.33201763040261,4.54878130423364,9.80530645286153,13.3990675414841,13.0203328670762,12.9975918828833,1.03275419289346,8023,0,13.5926560898615,13.0928470242618,11.558196109557,11.5943893161869,11.9048797110504,11.3110981008247
"ARG","2005-Q4",875057.4,526378.1,116400.8,133600.6,161971.9,97493.9,39216789,0,0,0,0,0,0,0,2005,4,8024,7.61351233598635,5.79725529322044,8.44311587388091,19.0064595911863,6.76785163148867,11.945813230451,1.0274577219171,7.91083770559364,5.96859100401164,8.80979356194451,20.9327712760613,7.00212588011304,12.6886062956995,1.03275419289346,8024,0,13.6059096398283,13.1158025018521,11.5803635283693,11.6125454351807,11.9274996260641,11.3680869586216
"ARG","2006-Q1",898432.4,541510.2,116238.2,135873.4,172524.4,100480.1,39622115,0,0,0,0,0,0,0,2006,1,8025,7.39313724314279,10.2770262529003,5.08387052819561,13.4602079402205,5.85015979363472,12.8646708028201,1.02824760534581,7.67329093990217,10.8236776313527,5.21531728467139,14.4081440191307,6.02466798999515,13.7288258370628,1.03355223702788,8025,0,13.6344753734386,13.0993469192819,11.6125581076393,11.684876769423,11.9997923567896,11.3890682688963
"ARG","2006-Q2",909242.1,569704.5,116579.5,140460.2,170397.2,102703.4,39622115,0,0,0,0,0,0,0,2006,2,8026,6.27025671509536,7.02597435216745,2.90427897643628,13.5272291545759,1.98084842170836,5.06347927280295,1.02824760534581,6.47101123690237,7.27867944886649,2.94686442533894,14.4848474474871,2.00059740768166,5.19386474790668,1.03355223702788,8026,0,13.657664107181,13.1826133408098,11.6372859329257,11.7174071620592,12.0260789771004,11.488965708775
"ARG","2006-Q3",935010.6,583839.7,118409.4,144903.4,171923.8,104169,39622115,0,0,0,0,0,0,0,2006,3,8027,8.49002425322336,14.0051130333445,3.01686103457648,16.3690293771321,2.75293699112034,12.0475436688684,1.02824760534581,8.86084644577441,15.0332614243727,3.06282938972324,17.7849471280737,2.7911804342341,12.803303239891,1.03355223702788,8027,0,13.6634129025727,13.1373306074973,11.6517347798268,11.7201322987204,12.0272772644648,11.4332944225509
"ARG","2006-Q4",955065.2,583534.2,120721.1,148923.8,180806.5,109780.1,39622115,0,0,0,0,0,0,0,2006,4,8028,8.7490126195565,10.3083286031998,3.64435182868252,10.8580013624673,11.0004535242386,11.8689462090041,1.02824760534581,9.14314878086855,10.858373477164,3.71157242905547,11.4694095685199,11.6283133061969,12.6020192032527,1.03355223702788,8028,0,13.6820447631882,13.1737750547843,11.6647946871081,11.8026100310926,11.995178142379,11.4875450909262
"ARG","2007-Q1",977885.3,601484.1,125589.7,162108.9,180198.4,117040.8,40016763,0,0,0,0,0,0,0,2007,1,8029,8.4740916105444,10.5038198321402,7.73787103628631,17.6544761771391,4.35197903677409,15.2562894016178,0.991101935066752,8.8435034177307,11.0753038446921,8.04511769796847,19.3087830289078,4.44806647639406,16.4815719729578,0.996029616288774,8029,0,13.7084067458701,13.2021171818109,11.6633968129212,11.8194788488252,12.0582939547259,11.5177149769245
"ARG","2007-Q2",998201.8,616266.3,126644.8,169416.4,181807.9,119914.2,40016763,0,0,0,0,0,0,0,2007,2,8030,9.33440649298891,7.85613699620473,8.2812873862947,18.7435415187794,6.48184528093729,15.493126452675,0.991101935066752,9.78393983296639,8.17297388382925,8.63385071989502,20.6152347782503,6.69653022467505,16.757770434085,0.996029616288774,8030,0,13.720366674332,13.2528730843314,11.66632872269,11.8526794536049,12.0458874613175,11.539600501503
"ARG","2007-Q3",1011724.4,631561.1,127098.1,175195.2,189904.6,128448.9,40016763,0,0,0,0,0,0,0,2007,3,8031,7.88536146196837,7.85682320224907,7.08111180340794,18.9833467357108,9.94704854064263,20.9516579618313,0.991101935066752,8.20459147735866,8.17371617586129,7.33784648853892,20.9048234893039,10.4585868855854,23.3081818967255,0.996029616288774,8031,0,13.748313145105,13.2773817378307,11.6819033901726,11.8838225924917,12.054806634376,11.5537698592396
"ARG","2007-Q4",1043019.3,642071,129568,180056.4,200537.3,133654.7,40016763,0,0,0,0,0,0,0,2007,4,8032,8.80953487424527,9.55958276412421,7.07229134369722,18.9835369409808,10.3572865717716,19.678033441215,0.991101935066752,9.20922466864043,10.031425750196,7.32837921456977,20.9050534568686,10.9126607727045,21.7476573623088,0.996029616288774,8032,0,13.7695348893837,13.2768583408163,11.7012382053949,11.9111900447172,12.1051826776214,11.6062345530162
"ARG","2008-Q1",1053422.2,668314.9,131109.2,193875.7,193644.5,144619.4,40424148,0,0,0,0,0,0,0,2008,1,8033,7.44069984493905,10.5359368494675,4.30103194441056,17.8948900449555,7.19655376901667,21.1582871975935,1.01288878477419,7.72451533937568,11.1109836486118,4.39486677649521,19.5959629607011,7.46183095965336,23.5632360681062,1.01803586661919,8033,0,13.7931476619755,13.3071553801323,11.7407755232841,11.9960236105966,12.1018137450936,11.6702778709406
"ARG","2008-Q2",1058628.4,679227.1,133759.2,198354.9,174476.8,149943.1,40424148,0,0,0,0,0,0,0,2008,2,8034,5.87739266701863,9.72763587720174,5.46548508864344,15.769826065103,-4.11588536304226,22.3479401750195,1.01288878477419,6.053545485492,10.2164924481511,5.61760135433906,17.0812861092551,-4.03233302843277,25.0419883550072,1.01803586661919,8034,0,13.8137107392619,13.3314344542935,11.749141596553,12.0401148687927,12.1107059141268,11.6945317660298
"ARG","2008-Q3",1065591.8,667055.7,134817.5,187151.8,207814.9,143127.2,40424148,0,0,0,0,0,0,0,2008,3,8035,5.18741238188181,5.46788598037917,5.89627827860149,6.60192713909939,9.01259388553957,10.8202585493625,1.01288878477419,5.32431559424682,5.62013714904226,6.07357623756768,6.82473035790934,9.43120914395965,11.4273458161183,1.01803586661919,8035,0,13.8271667597246,13.3559499698532,11.7527145082066,12.0736560598488,12.1542771197824,11.7632864388579
"ARG","2008-Q4",1016728.5,657276.7,134736.5,167112.7,182079.1,129052.3,40424148,0,0,0,0,0,0,0,2008,4,8036,-2.55295603880086,2.3406197120762,3.91151793916933,-7.46017000378174,-9.65590563134935,-3.50418598910114,1.01288878477419,-2.5206436736118,2.3682271898279,3.98902506791801,-7.18869198762164,-9.20437245340392,-3.44350030339375,1.01803586661919,8036,0,13.8576302381262,13.3724541684576,11.7719611188319,12.101025414127,12.2087555433391,11.8030148874284
"ARG","2009-Q1",980230.6,628244.8,136263.8,144605.2,180484.8,113995.5,40854831,0,0,0,0,0,0,0,2009,1,8037,-7.20115313358303,-6.18295702151759,3.85621490720336,-29.3209961713458,-7.03774401009643,-23.7946490003258,1.05977470732483,-6.94798343911871,-5.99569155199143,3.93153188334607,-25.4134478947078,-6.7958036505039,-21.175513105434,1.06541020975879,8037,0,13.8675546604249,13.412514748627,11.7837858427282,12.1749725110461,12.1737792827838,11.8818607429166
"ARG","2009-Q2",956796.1,601849.5,138120.9,136542.3,172372.5,107263.8,40854831,0,0,0,0,0,0,0,2009,2,8038,-10.1139079848808,-12.0948120029762,3.20882201162789,-37.3423393732725,-1.213394876922,-33.4964667938483,1.05977470732483,-9.61926772416081,-11.3920071799255,3.26085981375486,-31.1626281982447,-1.20606292641772,-28.4636638831663,1.06541020975879,8038,0,13.872484665932,13.4287108130655,11.8037964474394,12.1978131294437,12.0695470604964,11.91801116778
"ARG","2009-Q3",994489,653485.1,143665.5,144145.2,160647.7,115069.3,40854831,0,0,0,0,0,0,0,2009,3,8039,-6.90565671630559,-2.05538181765785,6.35656687424913,-26.1098927374942,-25.743401103413,-21.8199189806215,1.05977470732483,-6.6726114071073,-2.03440282423192,6.56294620505498,-22.9795278485165,-22.6967363745333,-19.6034715972925,1.06541020975879,8039,0,13.8790408835435,13.410628829657,11.8116772909927,12.1396753312398,12.2444030586378,11.8714890243515
"ARG","2009-Q4",1014610.3,644076.6,146483,152697.2,173657.8,126039.7,40854831,0,0,0,0,0,0,0,2009,4,8040,-0.208552189102384,-2.02874234657564,8.35883615267736,-9.02115596583482,-4.73545119238157,-2.36208118657242,1.05977470732483,-0.208334870125104,-2.00830183087275,8.71812760462087,-8.62621452468902,-4.62507778212876,-2.33440240894583,1.06541020975879,8040,0,13.8321006777382,13.3958603655783,11.8110762982236,12.0264237140892,12.1121964870256,11.7679730275373
"ARG","2010-Q1",1045985.7,675451,146242.3,164958.5,178892.7,138157.6,41288694,0,0,0,0,0,0,0,2010,1,8041,6.49271232963873,7.24507164794428,7.06721223351749,13.1686656763277,-0.886037893753411,19.2236088592496,1.05636332156287,6.70812561860443,7.51398181091192,7.32292802637238,14.0750816706453,-0.882124145634411,21.1956612322416,1.06196253755155,8041,0,13.7955431290891,13.3506851784118,11.8223479918002,11.8817625493327,12.1034018426829,11.6439142529133
"ARG","2010-Q2",1092263.9,701165.1,148890.7,179906.2,205083.6,155050.5,41288694,0,0,0,0,0,0,0,2010,2,8042,13.2417486673727,15.2735965935072,7.50830911403177,27.5801147224634,17.3759868141589,36.8459649448111,1.05636332156287,14.1584816242457,16.5017334067736,7.79737172288917,31.7585832375755,18.9769829874255,44.5506312474479,1.06196253755155,8042,0,13.7713455860832,13.3077626930357,11.8358846675557,11.824389735711,12.0574131117272,11.5830464998415
"ARG","2010-Q3",1096895,708188.3,147009,186518.6,204890.7,160614.2,41288694,0,0,0,0,0,0,0,2010,3,8043,9.80097027079676,8.03902862861836,2.30061286413772,25.7709841131703,24.3262897599109,33.3470660471674,1.05636332156287,10.297348688623,8.37099422771843,2.32728108000877,29.396330921876,27.5403880665581,39.580409370701,1.06196253755155,8043,0,13.8099843163804,13.3900750114804,11.8752429597352,11.8785764038649,11.9869690476037,11.6532898345453
"ARG","2010-Q4",1110542.4,725650.5,153170.5,198355.5,193790.1,171320,41288694,0,0,0,0,0,0,0,2010,4,8044,9.03439467401412,11.9250830823104,4.46422992497215,26.1603999889452,10.968891844084,30.6936216057693,1.05636332156287,9.45506861107164,12.6652482018443,4.56537618699782,29.9012031654804,11.5930870942739,35.9254266711203,1.06196253755155,8044,0,13.8300151558472,13.3755729421126,11.8946646597504,11.9362121544309,12.0648419751018,11.7443522156716
"ARG","2011-Q1",1136967.8,748051.8,152913,209003.3,199032.8,180960.3,41730660,0,0,0,0,0,0,0,2011,1,8045,8.34051998054814,10.2091611004532,4.46042970582745,23.6656114200017,10.6683450499911,26.9882607667695,1.06474009749782,8.69821642877144,10.7484924887224,4.5614025490573,26.700533770615,11.2582011451557,30.9810679977069,1.07042862629658,8045,0,13.8604702523854,13.4231358948912,11.8930201141354,12.013449206096,12.0945414637453,11.8361503415058
"ARG","2011-Q2",1150885.9,760342,155705.7,213821.3,199141.4,189993.2,41730660,0,0,0,0,0,0,0,2011,2,8046,5.22794788429604,8.10249520720578,4.47552073192039,17.2705015493628,-2.94025757214325,20.3237411738881,1.06474009749782,5.36701798896768,8.43979542050795,4.57718312829478,18.85154597229,-2.89745255105723,22.536334936037,1.07042862629658,8046,0,13.903763072757,13.4604986589708,11.910967758696,12.1001908829357,12.2311729798688,11.9515061492896
"ARG","2011-Q3",1159923.1,782219.9,157243.6,220094.7,207962.4,197971.5,41730660,0,0,0,0,0,0,0,2011,3,8047,5.58702486932443,9.94258842769771,6.73023858348589,16.5526942264377,1.48806279091769,20.911786490546,1.06474009749782,5.74604679572794,10.4536604177166,6.96188668720963,18.0014754560671,1.49918956790132,23.2590269104475,1.07042862629658,8047,0,13.9079940190884,13.4704652977666,11.8982490883765,12.1362862449966,12.2302319452028,11.986760495017
"ARG","2011-Q4",1158823.1,783144.8,156625.7,213633.2,208991.6,193927.5,41730660,0,0,0,0,0,0,0,2011,4,8048,4.25563765062638,7.62491146971982,2.23072024620485,7.4199650381356,7.55184452090312,12.3951225128465,1.06474009749782,4.3474882183697,7.92313930742141,2.25578685190686,7.70218118479196,7.84431196433668,13.1960658416997,1.07042862629658,8048,0,13.9203591025873,13.4948237729357,11.9393069590001,12.1978161543203,12.1745308935427,12.0512884317293
"ARG","2012-Q1",1147752.7,765688.5,158268.8,202394.8,209210.9,184688.5,42161721,0,0,0,0,0,0,0,2012,1,8049,0.944096234643688,2.33032021557591,3.44257211247339,-3.21297959301745,4.98731988208263,2.03929519459969,1.02766136449439,0.948566881137691,2.35768432079169,3.50251450171011,-3.16191179756492,5.11378024124667,2.06023089042182,1.03295993880759,8049,0,13.9438754521909,13.5252275058957,11.9376244111937,12.250105320296,12.2012249142452,12.1060329491735
