country,quarter,gross_domestic_product_chain_linked_volume_rebased_us_dollars_ppp_converted,final_consumption_expenditure_chain_linked_volume_rebased_us_dollars_ppp_converted,gross_fixed_capital_formation_chain_linked_volume_rebased_us_dollars_ppp_converted,exports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,imports_of_goods_and_services_chain_linked_volume_rebased_us_dollars_ppp_converted,population,host,rank1,rank2,rank3,rank4,host_won,host_top4
ARG,2012-Q1,1147752.7,923957.3,202394.8,209210.9,184688.5,42161721,0,0,0,0,0,0,0
ARG,2012-Q2,1107618.5,915325.7,186702.3,180076.4,171499.4,42161721,0,0,0,0,0,0,0
ARG,2012-Q3,1142744.4,951203.2,199927.2,195662.7,180845.6,42161721,0,0,0,0,0,0,0
ARG,2012-Q4,1161201.3,958620.1,206925.3,196690.2,189749.3,42161721,0,0,0,0,0,0,0
ARG,2013-Q1,1160208.3,953773.6,203194.7,189015.1,184344.4,42582455,0,0,0,0,0,0,0
ARG,2013-Q2,1167896.7,960162.6,205894.1,195952.2,192506.4,42582455,0,0,0,0,0,0,0
ARG,2013-Q3,1175616.2,989440.4,203525.6,191639.6,189239.1,42582455,0,0,0,0,0,0,0
ARG,2013-Q4,1165261.9,992955.7,201956.5,177517.8,188913,42582455,0,0,0,0,0,0,0
ARG,2014-Q1,1147654.1,973685.5,197604.4,169910.4,180409.9,43024071,0,0,0,0,0,0,0
ARG,2014-Q2,1138901.1,935818.5,193957.8,177759.6,169504.9,43024071,0,0,1,0,0,0,0
ARG,2014-Q3,1129779.6,925049.2,186597.3,176893.9,161725.9,43024071,0,0,0,0,0,0,0
ARG,2014-Q4,1135334.8,941290.5,181382.6,176929.1,156688,43024071,0,0,0,0,0,0,0
ARG,2015-Q1,1151601.9,960401.1,192719.2,163731.5,165449.8,43477012,0,0,0,0,0,0,0
ARG,2015-Q2,1181059.3,1003973.5,197343.2,176480.2,172992.5,43477012,0,0,0,0,0,0,0
ARG,2015-Q3,1178662.4,988213.5,199251.1,177957.3,181731.5,43477012,0,0,0,0,0,0,0
ARG,2015-Q4,1164659.4,984179.9,196527.7,163840.9,179641.9,43477012,0,0,0,0,0,0,0
ARG,2016-Q1,1156069.1,982619.9,187634.4,184034.9,184084.6,43900313,0,0,0,0,0,0,0
ARG,2016-Q2,1136478.1,971587.1,183182.3,177619.3,185464.9,43900313,0,0,0,0,0,0,0
ARG,2016-Q3,1139395.7,972668.8,182929.9,176551.4,182360.3,43900313,0,0,0,0,0,0,0
ARG,2016-Q4,1146764.3,981077.5,186685.1,180069.3,188664.4,43900313,0,0,0,0,0,0,0
ARG,2017-Q1,1158063.2,1001947.7,194261.8,182856.1,198406.9,44288894,0,0,0,0,0,0,0
ARG,2017-Q2,1169403.6,1005743.8,204797.8,183572.4,208157.4,44288894,0,0,0,0,0,0,0
ARG,2017-Q3,1184486.5,1020086.7,215505.4,184958.1,217800.8,44288894,0,0,0,0,0,0,0
ARG,2017-Q4,1195804.9,1031433,224940.7,185673.9,231618.5,44288894,0,0,0,0,0,0,0
ARG,2018-Q1,1189470.4,1025238.1,224872.8,194734.9,229902.2,44654882,0,0,0,0,0,0,0
ARG,2018-Q2,1139871.2,1014057.4,208623.9,169337.8,216743.9,44654882,0,0,0,0,0,0,0
ARG,2018-Q3,1136442.7,998002.3,189489.6,172312.3,197665,44654882,0,0,0,0,0,0,0
ARG,2018-Q4,1118753.2,933444.3,168284.4,205436.8,173484.3,44654882,0,0,0,0,0,0,0
ARG,2019-Q1,1122991,943383.7,169225.4,196150.8,172565.7,44973465,0,0,0,0,0,0,0
ARG,2019-Q2,1129095.6,946504.4,172562.9,196882.2,168298.8,44973465,0,0,0,0,0,0,0
ARG,2019-Q3,1128209,936682.1,169425.6,198803.4,169541.7,44973465,0,0,0,0,0,0,0
ARG,2019-Q4,1112511.7,898853.1,153836.9,222320.7,154484.1,44973465,0,0,0,0,0,0,0
ARG,2020-Q1,1063609.8,883575.1000000001,140539.6,187913.4,151418.5,45191965,0,0,0,0,0,0,0
ARG,2020-Q2,913139.6,771951,106740.9,167428.7,115779.8,45191965,0,0,0,0,0,0,0
ARG,2020-Q3,1010869.9,824325.4,153031.1,161924.1,131878.5,45191965,0,0,0,0,0,0,0
ARG,2020-Q4,1060378.2,862892.3999999999,177843.9,154920.6,151381.4,45191965,0,0,0,0,0,0,0
ARG,2021-Q1,1097320.9,886917,191970.2,170048.8,151702.8,45312281,0,0,0,0,0,0,0
ARG,2021-Q2,1100397.2,893672.6000000001,190033.4,179421.3,157850.8,45312281,0,0,0,0,0,0,0
ARG,2021-Q3,1122911.3,911922,187964.2,192645.2,159981,45312281,0,0,0,0,0,0,0
ARG,2021-Q4,1150052.6,950669.3,204856.1,186891.7,183081.3,45312281,0,0,0,0,0,0,0
ARG,2022-Q1,1178279.9,968687.5,212933,184275,188263.4,45407904,0,0,0,0,0,0,0
ARG,2022-Q2,1201014.8,989789.5,223418.4,192963.9,197191.1,45407904,0,0,0,0,0,0,0
ARG,2022-Q3,1191469.5,992674.4,213133.6,186836.2,196168.8,45407904,0,0,0,0,0,0,0
ARG,2022-Q4,1169086,987881.9,206332.6,198152.3,185434.1,45407904,0,1,0,0,0,0,0
ARG,2023-Q1,1180214.2,1000613.3,211681.1,173452.5,194434.1,45538401,0,0,0,0,0,0,0
ARG,2023-Q2,1151362.8,1015664.3,220691.7,170070.8,204293.1,45538401,0,0,0,0,0,0,0
ARG,2023-Q3,1173650.8,998707.2,214807.3,171873.7,199485.4,45538401,0,0,0,0,0,0,0
ARG,2023-Q4,1146660.9,970520.4,191941.2,174573.7,183347.3,45538401,0,0,0,0,0,0,0
ARG,2024-Q1,1128282.1,949810.9,166964.2,199762.2,165542.5,45696159,0,0,0,0,0,0,0
ARG,2024-Q2,1118981.8,932552.5,154995,203529.6,160908.7,45696159,0,0,0,0,0,0,0
ARG,2024-Q3,1159718.8,976529.2,176342.1,204435.4,175550.2,45696159,0,0,0,0,0,0,0
ARG,2024-Q4,1182434.3,1003065.3,196284.4,218886.1,199931.2,45696159,0,0,0,0,0,0,0
AUS,1960-Q1,191073.9,130363.7,29689.7,14635.9,10577.6,10275000,0,0,0,0,0,0,0
AUS,1960-Q2,196294.8,130110.7,30285.6,13684.1,11397.8,10275000,0,0,0,0,0,0,0
AUS,1960-Q3,196716.5,131887.8,30378.3,12966.7,11995.7,10275000,0,0,0,0,0,0,0
AUS,1960-Q4,196362.4,132595.4,31744,14130.9,12394.4,10275000,0,0,0,0,0,0,0
AUS,1961-Q1,196951.8,131691.4,32142.8,15838.2,12153.8,10508200,0,0,0,0,0,0,0
AUS,1961-Q2,194785.2,131972.3,32553.2,18505.3,10634.9,10508200,0,0,0,0,0,0,0
AUS,1961-Q3,193380.3,133637.4,33223.3,16108.7,9510,10508200,0,0,0,0,0,0,0
AUS,1961-Q4,195600.6,133660,31662.8,18391,9384,10508200,0,0,0,0,0,0,0
AUS,1962-Q1,201073.1,137386.8,32305.1,17499.3,10440.1,10700500,0,0,0,0,0,0,0
AUS,1962-Q2,204942.7,138388.69999999998,31880.8,17759.8,11118.3,10700500,0,0,0,0,0,0,0
AUS,1962-Q3,206582.8,139523.80000000002,33401.8,15247,11544.4,10700500,0,0,0,0,0,0,0
AUS,1962-Q4,210287.1,141309.2,33436.6,18012.3,11892.6,10700500,0,0,0,0,0,0,0
AUS,1963-Q1,215153.9,144502.7,35071.2,17535.4,11819.3,10906900,0,0,0,0,0,0,0
AUS,1963-Q2,212374.5,145600.2,35231.2,17413.2,12206.5,10906900,0,0,0,0,0,0,0
AUS,1963-Q3,221092.3,147953,36114.6,18727.7,12467.7,10906900,0,0,0,0,0,0,0
AUS,1963-Q4,225807.6,150985.2,37188.1,20905.8,12543.3,10906900,0,0,0,0,0,0,0
AUS,1964-Q1,225418.6,152547.1,37371.2,19711.5,13439.1,11121600,0,0,0,0,0,0,0
AUS,1964-Q2,230998.2,154455.3,39314.2,20110.3,14346.3,11121600,0,0,0,0,0,0,0
AUS,1964-Q3,232412.4,157376.3,39063.8,18180.6,14932.8,11121600,0,0,0,0,0,0,0
AUS,1964-Q4,239012.5,159772.6,39673.6,20250.6,15851.5,11121600,0,0,0,0,0,0,0
AUS,1965-Q1,241055.6,161481.3,40369.2,19743.6,15732.4,11340900,0,0,0,0,0,0,0
AUS,1965-Q2,244829.8,163162.7,42103.5,21072.1,16353.2,11340900,0,0,0,0,0,0,0
AUS,1965-Q3,244093.6,166407.7,42808.4,20250.6,17391.1,11340900,0,0,0,0,0,0,0
AUS,1965-Q4,244694.6,167728.6,43401.9,20527.1,16857.3,11340900,0,0,0,0,0,0,0
AUS,1966-Q1,243995.7,167594.59999999998,44466.2,19142.5,15285.6,11599498,0,0,0,0,0,0,0
AUS,1966-Q2,247322.6,169457,43647.7,20475,15065.7,11599498,0,0,0,0,0,0,0
AUS,1966-Q3,254311.7,173097.5,45326.4,21220.4,15562.8,11599498,0,0,0,0,0,0,0
AUS,1966-Q4,255991.4,175528.3,45277.7,21156.3,16011.9,11599498,0,0,0,0,0,0,0
AUS,1967-Q1,265992.9,178485.8,46017.3,22404.7,17024.5,11799078,0,0,0,0,0,0,0
AUS,1967-Q2,265624.8,178825,46590,24432.5,17090.9,11799078,0,0,0,0,0,0,0
AUS,1967-Q3,270603.4,182485.3,47990.4,23021.9,16603,11799078,0,0,0,0,0,0,0
AUS,1967-Q4,272954.1,185142.9,48217.7,24436.6,17386.5,11799078,0,0,0,0,0,0,0
AUS,1968-Q1,270526.5,190791.6,49861.5,22242.4,19686.7,12008635,0,0,0,0,0,0,0
AUS,1968-Q2,280924,189793.4,50649.9,23797.3,18506.8,12008635,0,0,0,0,0,0,0
AUS,1968-Q3,284637.6,191167.5,51085.8,23807.4,18616.7,12008635,0,0,0,0,0,0,0
AUS,1968-Q4,295258.8,194446.8,52354,27161.7,18944.4,12008635,0,0,0,0,0,0,0
AUS,1969-Q1,293243.6,197816.3,52168.6,23530.8,18513.7,12263014,0,0,0,0,0,0,0
AUS,1969-Q2,299042.2,200660.9,53684.9,25095.8,18598.4,12263014,0,0,0,0,0,0,0
AUS,1969-Q3,303978.9,205097.8,53409,28239.8,19530.9,12263014,0,0,0,0,0,0,0
AUS,1969-Q4,310989,208893.8,54320.2,29532.3,20362.5,12263014,0,0,0,0,0,0,0
AUS,1970-Q1,317437.7,208726.3,53608.4,29019.3,20335,12507349,0,0,0,0,0,0,0
AUS,1970-Q2,323877,212167.4,54818.7,29157.5,20671.8,12507349,0,0,0,0,0,0,0
AUS,1970-Q3,323199,215575.9,54292.4,30846.8,20653.5,12507349,0,0,0,0,0,0,0
AUS,1970-Q4,324608.5,218123.5,55284.8,32357.6,21024.6,12507349,0,0,0,0,0,0,0
AUS,1971-Q1,328650.6,217897.2,57039.9,30726.5,20818.4,13067265,0,0,0,0,0,0,0
AUS,1971-Q2,330083.4,218456.5,56504.3,33235.3,20882.6,13067265,0,0,0,0,0,0,0
AUS,1971-Q3,340378.4,225189.2,58829.9,33193.2,20708.4,13067265,0,0,0,0,0,0,0
AUS,1971-Q4,339278.7,223720.9,56965.7,34682.1,19365.9,13067265,0,0,0,0,0,0,0
AUS,1972-Q1,335234.4,226130.8,56566.9,34752.2,19265.1,13303664,0,0,0,0,0,0,0
AUS,1972-Q2,342698.8,227807.1,57019.1,34058.9,17391.1,13303664,0,0,0,0,0,0,0
AUS,1972-Q3,340972.4,230192.4,58060.1,33277.4,17196.3,13303664,0,0,0,0,0,0,0
AUS,1972-Q4,344536.9,232175.7,58482.1,36942.4,18790.9,13303664,0,0,0,0,0,0,0
AUS,1973-Q1,353483,238451.8,59803.7,35926.4,20738.2,13504538,0,0,0,0,0,0,0
AUS,1973-Q2,354149.3,240929.4,60054.1,33295.4,20974.2,13504538,0,0,0,0,0,0,0
AUS,1973-Q3,357695.1,243991.7,61034.9,33183.2,22896.4,13504538,0,0,0,0,0,0,0
AUS,1973-Q4,366624.9,244552.5,62989.5,34812.3,24232,13504538,0,0,0,0,0,0,0
AUS,1974-Q1,366736.8,251416.7,63126.3,31193.4,26701.7,13722571,0,0,0,0,0,0,0
AUS,1974-Q2,359293.3,252051.5,59335.4,31824.6,27441.7,13722571,0,0,0,0,0,0,0
AUS,1974-Q3,363542.7,258467.3,57712.3,34644,29510.5,13722571,0,0,0,0,0,0,0
AUS,1974-Q4,363962.1,258932.2,57137.3,36275.1,27707.5,13722571,0,0,0,0,0,0,0
AUS,1975-Q1,365352.9,264499.1,57573.2,35700,23746.3,13892995,0,0,0,0,0,0,0
AUS,1975-Q2,376908.3,267916.2,58266.5,37208.9,22912.4,13892995,0,0,0,0,0,0,0
AUS,1975-Q3,372733.5,269131.9,58973.7,36321.2,23267.5,13892995,0,0,0,0,0,0,0
AUS,1975-Q4,367130.5,264421.1,58523.8,37110.7,24413,13892995,0,0,0,0,0,0,0
AUS,1976-Q1,383396.6,270538.6,59766.6,37277,25274.4,14033083,0,0,0,0,0,0,0
AUS,1976-Q2,384538.1,273492.8,61347.9,38739.8,25826.6,14033083,0,0,0,0,0,0,0
AUS,1976-Q3,387662.3,278409,60258.2,41715.5,27088.9,14033083,0,0,0,0,0,0,0
AUS,1976-Q4,391000.7,279581.2,63293.2,40895.9,27066,14033083,0,0,0,0,0,0,0
AUS,1977-Q1,388897,281346.5,62637,38671.7,27153.1,14192234,0,0,0,0,0,0,0
AUS,1977-Q2,394406.8,282026.8,61702.7,38840,26878.1,14192234,0,0,0,0,0,0,0
AUS,1977-Q3,392715.4,283844.4,63657.2,39896,25831.1,14192234,0,0,0,0,0,0,0
AUS,1977-Q4,391487.7,283892.1,62695,42278.5,24756.7,14192234,0,0,0,0,0,0,0
AUS,1978-Q1,394215.8,287310.2,64294.8,40569.3,25776.2,14359255,0,0,0,0,0,0,0
AUS,1978-Q2,397535.6,291255,66752.6,40986.1,26754.4,14359255,0,0,0,0,0,0,0
AUS,1978-Q3,403578.9,293140.3,68127.5,40990.1,27663.9,14359255,0,0,0,0,0,0,0
AUS,1978-Q4,406854.5,290658.5,70541.2,43244.4,28401.7,14359255,0,0,0,0,0,0,0
AUS,1979-Q1,418051.1,292531.4,71700.5,45719.1,27043.1,14515729,0,0,0,0,0,0,0
AUS,1979-Q2,411318.2,292620.8,72192,45396.5,28328.3,14515729,0,0,0,0,0,0,0
AUS,1979-Q3,415138.9,294180.7,70545.8,45081.9,27373,14515729,0,0,0,0,0,0,0
AUS,1979-Q4,423129.8,296785.9,72386.8,49730.7,28525.4,14515729,0,0,0,0,0,0,0
AUS,1980-Q1,425121.8,298495.4,73024.4,47426.3,28087.8,14695356,0,0,0,0,0,0,0
AUS,1980-Q2,426172.5,301858.80000000005,74723.9,45502.7,27565.4,14695356,0,0,0,0,0,0,0
AUS,1980-Q3,428483.5,302086.80000000005,80137.9,44623,30809.5,14695356,0,0,0,0,0,0,0
AUS,1980-Q4,435822.1,309000.3,80620.1,45240.2,30213.8,14695356,0,0,0,0,0,0,0
AUS,1981-Q1,437459.9,308644.1,83242.5,43168.2,28727,14923260,0,0,0,0,0,0,0
AUS,1981-Q2,444272,314472.8,83854.6,45596.9,32349.1,14923260,0,0,0,0,0,0,0
AUS,1981-Q3,453239.1,322221.8,87455.4,43969.8,32424.7,14923260,0,0,0,0,0,0,0
AUS,1981-Q4,451382.3,319100.1,89426.2,42396.8,33359.4,14923260,0,0,0,0,0,0,0
AUS,1982-Q1,447771.2,318595.5,88811.8,47406.3,35125.8,15184247,0,0,0,0,0,0,0
AUS,1982-Q2,451759.7,329762.9,85934.4,49071.5,35311.3,15184247,0,0,0,0,0,0,0
AUS,1982-Q3,448770.7,325330.1,83685.3,47520.5,32905.8,15184247,0,0,0,0,0,0,0
AUS,1982-Q4,441548.6,330922.3,81102.4,47428.3,31851.9,15184247,0,0,0,0,0,0,0
AUS,1983-Q1,437285.2,333312.9,76826.9,43775.4,30108.5,15393472,0,0,0,0,0,0,0
AUS,1983-Q2,436392.9,331457.8,76713.3,45069.9,29858.7,15393472,0,0,0,0,0,0,0
AUS,1983-Q3,448533.1,333233.5,80221.3,45370.4,30021.4,15393472,0,0,0,0,0,0,0
AUS,1983-Q4,456081.3,335115.4,82317.3,49604.5,31396,15393472,0,0,0,0,0,0,0
AUS,1984-Q1,467226.7,339662.1,83571.7,50137.5,34802.7,15579391,0,0,0,0,0,0,0
AUS,1984-Q2,472673.6,338867.1,88392.1,52708.4,35973.4,15579391,0,0,0,0,0,0,0
AUS,1984-Q3,477041.8,341512.30000000005,86840.9,55694.1,38995.3,15579391,0,0,0,0,0,0,0
AUS,1984-Q4,479928.3,339364.9,89029.7,54796.4,38926.6,15579391,0,0,0,0,0,0,0
AUS,1985-Q1,487024.6,348938.6,95051.1,57355.3,38170.5,15788312,0,0,0,0,0,0,0
AUS,1985-Q2,497941.7,352581.80000000005,95725.8,60515.3,38099.5,15788312,0,0,0,0,0,0,0
AUS,1985-Q3,504336.7,357929.3,99648.9,58645.7,39045.7,15788312,0,0,0,0,0,0,0
AUS,1985-Q4,502892.3,362678.4,96521.1,60076.4,38505,15788312,0,0,0,0,0,0,0
AUS,1986-Q1,506347.3,360077.7,95895.1,58539.5,38039.9,16018350,0,0,0,0,0,0,0
AUS,1986-Q2,505450.3,367864.9,96324,59741.8,38234.7,16018350,0,0,0,0,0,0,0
AUS,1986-Q3,506771.3,371334.9,94355.5,62200.5,36028.4,16018350,0,0,0,0,0,0,0
AUS,1986-Q4,515107,369125,99104,65719.2,37009,16018350,0,0,0,0,0,0,0
AUS,1987-Q1,520239.4,369929.2,95459.2,64260.4,35815.4,16263874,0,0,0,0,0,0,0
AUS,1987-Q2,528533.2,372921.8,100972.8,68578.6,37700.9,16263874,0,0,0,0,0,0,0
AUS,1987-Q3,538045.4,377883.4,99672.1,69165.8,38644.8,16263874,0,0,0,0,0,0,0
AUS,1987-Q4,548911.2,383283,105705.1,72640.4,40505.1,16263874,0,0,0,0,0,0,0
AUS,1988-Q1,551212.9,386966.3000000001,106558.3,73399.8,41698.7,16532164,0,0,0,0,0,0,0
AUS,1988-Q2,551776.7,385172.1,107156.5,67594.8,42156.9,16532164,0,0,0,0,0,0,0
AUS,1988-Q3,556177.6,390737.9,108621.9,69504.4,45297.9,16532164,0,0,0,0,0,0,0
AUS,1988-Q4,565310,393820.5,115134.8,71518.2,50177.7,16532164,0,0,0,0,0,0,0
AUS,1989-Q1,570537.9,402006.9,119099.7,70550.4,53293.5,16814416,0,0,0,0,0,0,0
AUS,1989-Q2,582869.1,410566.6,121172.5,74157.3,54794.1,16814416,0,0,0,0,0,0,0
AUS,1989-Q3,587829.1,407700.9,121327.8,73596.2,55305,16814416,0,0,0,0,0,0,0
AUS,1989-Q4,586251.8,411602.4,117676,72714.5,53918.9,16814416,0,0,0,0,0,0,0
AUS,1990-Q1,590645.7,417598.6,116901.6,76281.3,54771.2,17065128,0,0,0,0,0,0,0
AUS,1990-Q2,591447.1,421816.8,112331.7,76481.7,51004.8,17065128,0,0,0,0,0,0,0
AUS,1990-Q3,588369.6,419664.5,111893.4,79443.3,52713.9,17065128,0,0,0,0,0,0,0
AUS,1990-Q4,591610.2,419034.8000000001,107910.1,80743.8,50425.1,17065128,0,0,0,0,0,0,0
AUS,1991-Q1,584178.4,422948.6,103458.4,84142.3,49650.8,17284036,0,0,0,0,0,0,0
AUS,1991-Q2,582957.6,423549.4,100583.3,88408.4,49921.1,17284036,0,0,0,0,0,0,0
AUS,1991-Q3,585620.5,431959.4,101517.7,90239.9,51233.9,17284036,0,0,0,0,0,0,0
AUS,1991-Q4,586030.5,429511.6,101524.6,90600.6,52677.2,17284036,0,0,0,0,0,0,0
AUS,1992-Q1,590673.6,430436.4,101580.3,90314,52086.1,17478635,0,0,0,0,0,0,0
AUS,1992-Q2,594951,434120.1,102282.8,93045.2,53804.4,17478635,0,0,0,0,0,0,0
